Total_Accidents,Total_Release_BBLS,Total_Recovered_BBLS,Avg_Prop_Damage,Avg_Env_Damage,Total_Fatalities,Total_Injuries,Operational_Rigs,Distillation_Capacity,Refinery_Inputs,%_Utilization_of_Refinery_Operable_Capacity,Date,%_Utilization_of_Refinery_Operable_Capacity_lag1,%_Utilization_of_Refinery_Operable_Capacity_lag3,%_Utilization_of_Refinery_Operable_Capacity_lag6,%_Utilization_of_Refinery_Operable_Capacity_lag12,Refinery_Inputs_lag1,Refinery_Inputs_lag3,Refinery_Inputs_lag6,Refinery_Inputs_lag12,Total_Accidents_lag1,Total_Accidents_lag3,Total_Accidents_lag6,Total_Accidents_lag12,%_Utilization_of_Refinery_Operable_Capacity_roll3_mean,%_Utilization_of_Refinery_Operable_Capacity_roll3_sum,%_Utilization_of_Refinery_Operable_Capacity_roll6_mean,%_Utilization_of_Refinery_Operable_Capacity_roll6_sum,%_Utilization_of_Refinery_Operable_Capacity_roll12_mean,%_Utilization_of_Refinery_Operable_Capacity_roll12_sum,Total_Accidents_roll3_mean,Total_Accidents_roll3_sum,Total_Accidents_roll6_mean,Total_Accidents_roll6_sum,Total_Accidents_roll12_mean,Total_Accidents_roll12_sum,Total_Release_BBLS_roll3_mean,Total_Release_BBLS_roll3_sum,Total_Release_BBLS_roll6_mean,Total_Release_BBLS_roll6_sum,Total_Release_BBLS_roll12_mean,Total_Release_BBLS_roll12_sum,Operational_Rigs_roll3_mean,Operational_Rigs_roll3_sum,Operational_Rigs_roll6_mean,Operational_Rigs_roll6_sum,Operational_Rigs_roll12_mean,Operational_Rigs_roll12_sum,target_utilization_pct
52,7095.62,2880.67,32529.346153846152,132932.15384615384,0,0,1466.0,17931.0,15390.0,85.8,2014-03-01,86.6,91.9,90.7,83.7,15518.0,16377.0,16157.0,14907.0,44.0,24.0,24.0,26.0,88.60000000000001,265.8,88.98333333333333,533.9,88.925,1067.1,38.333333333333336,115.0,31.666666666666668,190.0,33.416666666666664,401.0,3429.593333333332,10288.779999999995,3622.1383333333347,21732.83000000001,9935.428333333333,119225.14,1407.6666666666667,4223.0,1389.1666666666667,8335.0,1386.9166666666667,16643.0,90.6
46,1637.2,1140.58,26465.78260869565,20574.5,0,0,1515.0,17951.0,16264.0,90.6,2014-04-01,85.8,87.3,86.8,85.8,15390.0,15649.0,15475.0,15282.0,52.0,47.0,25.0,39.0,86.56666666666666,259.7,88.16666666666667,529.0,89.10000000000001,1069.2,47.666666666666664,143.0,36.333333333333336,218.0,35.583333333333336,427.0,4145.416666666665,12436.249999999996,3884.571666666668,23307.430000000008,7624.096666666667,91489.16,1431.0,4293.0,1406.1666666666667,8437.0,1397.5,16770.0,90.2
39,7067.21,2712.23,107700.58974358976,260637.92307692303,0,0,1530.0,17951.0,16197.0,90.2,2014-05-01,90.6,86.6,90.6,88.2,16264.0,15518.0,16135.0,15714.0,46.0,44.0,26.0,47.0,87.66666666666667,263.0,88.8,532.8,89.5,1074.0,47.333333333333336,142.0,39.833333333333336,239.0,36.166666666666664,434.0,3624.5366666666655,10873.609999999997,3963.530000000001,23781.180000000008,7732.400000000001,92788.8,1468.3333333333333,4405.0,1431.3333333333333,8588.0,1409.25,16911.0,90.3
24,1354.84,554.27,21524.33333333333,23661.0,0,0,1545.0,17825.0,16087.0,90.3,2014-06-01,90.2,85.8,91.9,91.6,16197.0,15390.0,16377.0,16313.0,39.0,52.0,24.0,29.0,88.86666666666667,266.6,88.73333333333333,532.4,89.66666666666667,1076.0,45.666666666666664,137.0,42.0,252.0,35.5,426.0,5266.676666666665,15800.029999999995,4348.135000000001,26088.81000000001,8035.489166666666,96425.87,1503.6666666666667,4511.0,1455.6666666666667,8734.0,1419.5,17034.0,94.7
33,2085.4500000000003,1860.02,78841.27272727272,16308.515151515152,0,0,1560.0,17835.0,16880.0,94.7,2014-07-01,90.3,90.6,87.3,92.5,16087.0,16264.0,15649.0,16483.0,24.0,46.0,47.0,34.0,90.36666666666667,271.1,88.46666666666665,530.8,89.55833333333334,1074.7,36.333333333333336,109.0,42.0,252.0,35.083333333333336,421.0,3353.083333333332,10059.249999999996,3749.2500000000014,22495.500000000007,7727.6483333333335,92731.78,1530.0,4590.0,1480.5,8883.0,1431.25,17175.0,93.7
36,1408.78,593.9,87092.94444444444,156328.58333333334,0,0,1578.0,17835.0,16707.0,93.7,2014-08-01,94.7,90.2,86.6,91.4,16880.0,16197.0,15518.0,16291.0,33.0,39.0,44.0,36.0,91.73333333333333,275.2,89.7,538.2,89.74166666666667,1076.9,32.0,96.0,39.666666666666664,238.0,35.0,420.0,3502.4999999999986,10507.499999999996,3563.518333333335,21381.110000000008,6010.6475,72127.77,1545.0,4635.0,1506.6666666666667,9040.0,1444.9166666666667,17339.0,91.7
38,743.68,670.4,49990.55263157895,89348.52631578948,0,0,1592.0,17835.0,16358.0,91.7,2014-09-01,93.7,90.3,85.8,90.7,16707.0,16087.0,15390.0,16157.0,36.0,24.0,52.0,24.0,92.90000000000002,278.70000000000005,90.88333333333333,545.3,89.93333333333334,1079.2,31.0,93.0,38.333333333333336,230.0,35.0,420.0,1616.3566666666654,4849.069999999996,3441.516666666668,20649.100000000006,3531.8275,42381.93,1561.0,4683.0,1532.3333333333333,9194.0,1460.75,17529.0,87.7
30,4747.32,4169.53,920625.0,16598.666666666668,0,0,1593.0,17851.0,15660.0,87.7,2014-10-01,91.7,94.7,90.6,86.8,16358.0,16880.0,16264.0,15475.0,38.0,33.0,46.0,25.0,93.36666666666667,280.1,91.86666666666667,551.2,90.01666666666667,1080.2,35.666666666666664,107.0,36.0,216.0,36.166666666666664,434.0,1412.6366666666654,4237.909999999996,2382.860000000001,14297.160000000005,3133.715833333333,37604.59,1576.6666666666667,4730.0,1553.3333333333333,9320.0,1479.75,17757.0,91.9
32,4413.48,1111.15,17492.15625,64650.1875,0,0,1573.0,17811.0,16367.0,91.9,2014-11-01,87.7,93.7,90.2,90.6,15660.0,16707.0,16197.0,16135.0,30.0,36.0,39.0,26.0,91.03333333333335,273.1,91.38333333333333,548.3,90.09166666666665,1081.1,34.666666666666664,104.0,33.333333333333336,200.0,36.583333333333336,439.0,2299.9266666666654,6899.779999999996,2901.2133333333345,17407.280000000006,3432.3716666666664,41188.46,1587.6666666666667,4763.0,1566.3333333333333,9398.0,1498.8333333333333,17986.0,94.1
34,12488.72,5997.13,81724.44117647059,155241.61764705885,0,0,1528.0,17811.0,16751.0,94.1,2014-12-01,91.9,91.7,90.3,91.9,16367.0,16358.0,16087.0,16377.0,32.0,38.0,24.0,24.0,90.43333333333334,271.3,91.66666666666667,550.0,90.2,1082.4,33.333333333333336,100.0,32.166666666666664,193.0,37.083333333333336,445.0,3301.493333333332,9904.479999999996,2458.925000000001,14753.550000000007,3403.53,40842.36,1586.0,4758.0,1573.5,9441.0,1514.5833333333333,18175.0,87.8
44,60315.29,1686.46,211770.45454545456,170297.75,0,0,1332.0,17967.0,15767.0,87.8,2015-01-01,94.1,87.7,94.7,87.3,16751.0,15660.0,16880.0,15649.0,34.0,30.0,33.0,47.0,91.23333333333335,273.70000000000005,92.3,553.8,90.38333333333333,1084.6,32.0,96.0,33.833333333333336,203.0,37.916666666666664,455.0,7216.506666666665,21649.519999999997,4314.571666666668,25887.430000000008,4031.910833333333,48382.92999999999,1564.6666666666667,4694.0,1570.6666666666667,9424.0,1525.5833333333333,18307.0,87.1
32,1050.23,781.38,34741.9375,25606.5625,0,0,1050.0,17950.0,15635.0,87.1,2015-02-01,87.8,91.9,93.7,86.6,15767.0,16367.0,16707.0,15518.0,44.0,32.0,36.0,44.0,91.26666666666667,273.8,91.14999999999999,546.9,90.425,1085.1,36.666666666666664,110.0,35.666666666666664,214.0,37.666666666666664,452.0,25739.16333333333,77217.48999999999,14019.545,84117.27,8791.531666666668,105498.38,1477.6666666666667,4433.0,1532.6666666666667,9196.0,1519.6666666666667,18236.0,88.5
48,1474.4,1411.29,54696.833333333336,47958.04166666666,0,0,857.0,17950.0,15878.0,88.5,2015-03-01,87.1,94.1,91.7,85.8,15635.0,16751.0,16358.0,15390.0,32.0,34.0,38.0,52.0,89.66666666666667,269.0,90.05,540.3,90.46666666666668,1085.6000000000001,36.666666666666664,110.0,35.0,210.0,36.666666666666664,440.0,24618.08,73854.24,13959.786666666669,83758.72000000002,8700.651666666667,104407.81999999999,1303.3333333333333,3910.0,1444.6666666666667,8668.0,1488.5,17862.0,92.0
41,3149.41,411.27,24028.26829268293,41048.60975609756,0,0,750.0,17962.0,16521.0,92.0,2015-04-01,88.5,87.8,87.7,90.6,15878.0,15767.0,15660.0,16264.0,48.0,44.0,30.0,46.0,87.8,263.4,89.51666666666667,537.1,90.69166666666666,1088.3,41.333333333333336,124.0,36.666666666666664,220.0,36.333333333333336,436.0,20946.64,62839.92,14081.573333333334,84489.44,8232.216666666667,98786.6,1079.6666666666667,3239.0,1322.1666666666667,7933.0,1437.75,17253.0,92.5
37,7096.76,4356.36,451945.7567567568,634884.8378378379,0,0,662.0,17962.0,16612.0,92.5,2015-05-01,92.0,87.1,91.9,90.2,16521.0,15635.0,16367.0,16197.0,41.0,32.0,32.0,39.0,89.19999999999999,267.59999999999997,90.23333333333333,541.4,90.80833333333334,1089.7,40.333333333333336,121.0,38.5,231.0,35.916666666666664,431.0,1891.3466666666666,5674.04,13815.255000000003,82891.53000000001,8358.234166666667,100298.81,885.6666666666666,2657.0,1181.6666666666667,7090.0,1374.0,16488.0,93.7
36,15245.23,4124.610000000001,73170.97222222222,18439.63888888889,1,0,634.0,18056.0,16924.0,93.7,2015-06-01,92.5,88.5,94.1,90.3,16612.0,15878.0,16751.0,16087.0,37.0,48.0,34.0,24.0,91.0,273.0,90.33333333333333,542.0,91.0,1092.0,42.0,126.0,39.333333333333336,236.0,35.75,429.0,3906.8566666666666,11720.57,14262.468333333336,85574.81000000001,8360.696666666667,100328.36,756.3333333333334,2269.0,1029.8333333333333,6179.0,1301.6666666666667,15620.0,95.0
40,1266.29,838.54,55985.025,21803.5,0,0,649.0,18097.0,17185.0,95.0,2015-07-01,93.7,92.0,87.8,94.7,16924.0,16521.0,15767.0,16880.0,36.0,41.0,44.0,33.0,92.73333333333335,278.20000000000005,90.26666666666667,541.6,91.28333333333335,1095.4,38.0,114.0,39.666666666666664,238.0,36.75,441.0,8497.133333333333,25491.4,14721.886666666667,88331.32,9518.229166666666,114218.75,682.0,2046.0,880.8333333333334,5285.0,1225.75,14709.0,93.7
38,3261.36,674.34,25131.657894736843,32889.28947368421,0,0,673.0,18098.0,16962.0,93.7,2015-08-01,95.0,92.5,87.1,93.7,17185.0,16612.0,15635.0,16707.0,40.0,37.0,32.0,36.0,93.73333333333335,281.20000000000005,91.46666666666665,548.8,91.30833333333334,1095.7,37.666666666666664,113.0,39.0,234.0,37.333333333333336,448.0,7869.426666666666,23608.28,4880.386666666668,29282.320000000007,9449.965833333334,113399.59,648.3333333333334,1945.0,767.0,4602.0,1149.8333333333333,13798.0,90.6
41,1878.93,1495.57,86170.87804878049,170834.51219512196,0,0,650.0,18138.0,16427.0,90.6,2015-09-01,93.7,93.7,88.5,91.7,16962.0,16924.0,15878.0,16358.0,38.0,36.0,48.0,38.0,94.13333333333334,282.40000000000003,92.56666666666666,555.4,91.30833333333334,1095.7,38.0,114.0,40.0,240.0,37.5,450.0,6590.959999999999,19772.879999999997,5248.908333333335,31493.450000000008,9604.3475,115252.17,652.0,1956.0,704.1666666666666,4225.0,1074.4166666666667,12893.0,86.5
46,2280.31,2206.63,71754.02173913043,18318.217391304348,0,0,597.0,18133.0,15691.0,86.5,2015-10-01,90.6,95.0,92.0,87.7,16427.0,17185.0,16521.0,15660.0,41.0,40.0,41.0,30.0,93.10000000000001,279.3,92.91666666666667,557.5,91.21666666666668,1094.6000000000001,39.666666666666664,119.0,38.833333333333336,233.0,37.75,453.0,2135.5266666666666,6406.58,5316.330000000001,31897.980000000007,9698.951666666666,116387.42,657.3333333333334,1972.0,669.6666666666666,4018.0,995.9166666666666,11951.0,91.7
39,3487.58,1893.49,61184.58974358974,10927.48717948718,0,0,566.0,18186.0,16683.0,91.7,2015-11-01,86.5,93.7,92.5,91.9,15691.0,16962.0,16612.0,16367.0,46.0,38.0,37.0,32.0,90.26666666666667,270.8,92.0,552.0,91.11666666666667,1093.4,41.666666666666664,125.0,39.666666666666664,238.0,39.083333333333336,469.0,2473.5333333333333,7420.6,5171.4800000000005,31028.880000000005,9493.3675,113920.41,640.0,1920.0,644.1666666666666,3865.0,912.9166666666666,10955.0,92.6
18,1720.45,1246.16,56905.22222222222,9979.5,0,0,537.0,18186.0,16842.0,92.6,2015-12-01,91.7,90.6,93.7,94.1,16683.0,16427.0,16924.0,16751.0,39.0,41.0,36.0,34.0,89.60000000000001,268.8,91.86666666666667,551.2,91.10000000000001,1093.2,42.0,126.0,40.0,240.0,39.666666666666664,476.0,2548.94,7646.82,4569.950000000002,27419.700000000008,9416.209166666667,112994.51000000001,604.3333333333334,1813.0,628.1666666666666,3769.0,829.0,9948.0,89.0
42,7041.110000000001,3285.29,132023.35714285713,106114.14285714286,0,0,510.0,18317.0,16297.0,89.0,2016-01-01,92.6,86.5,95.0,87.8,16842.0,15691.0,17185.0,15767.0,18.0,46.0,40.0,44.0,90.26666666666665,270.79999999999995,91.68333333333332,550.0999999999999,90.97500000000001,1091.7,34.333333333333336,103.0,37.0,222.0,38.333333333333336,460.0,2496.1133333333332,7488.34,2315.820000000001,13894.920000000007,8518.853333333334,102226.24,566.6666666666666,1700.0,612.0,3672.0,746.4166666666666,8957.0,88.3
41,7669.95,2328.73,69369.53658536586,48811.24390243903,0,0,430.0,18317.0,16179.0,88.3,2016-02-01,89.0,91.7,93.7,87.1,16297.0,16683.0,16962.0,15635.0,42.0,39.0,38.0,32.0,91.09999999999998,273.29999999999995,90.68333333333332,544.0999999999999,91.075,1092.9,33.0,99.0,37.333333333333336,224.0,38.166666666666664,458.0,4083.0466666666666,12249.14,3278.2900000000013,19669.74000000001,4079.338333333333,48952.06,537.6666666666666,1613.0,588.8333333333334,3533.0,677.9166666666666,8135.0,88.9
29,1357.45,790.87,55725.24137931035,106426.89655172414,0,0,384.0,18319.0,16287.0,88.9,2016-03-01,88.3,92.6,90.6,88.5,16179.0,16842.0,16427.0,15878.0,41.0,18.0,41.0,48.0,89.96666666666665,269.9,89.78333333333332,538.6999999999999,91.175,1094.1,33.666666666666664,101.0,37.833333333333336,227.0,38.916666666666664,467.0,5477.170000000001,16431.510000000002,4013.0550000000017,24078.33000000001,4630.981666666667,55571.78,492.3333333333333,1477.0,548.3333333333334,3290.0,626.25,7515.0,88.6
28,2121.37,1034.41,339344.1785714286,264259.25,0,0,348.0,18319.0,16223.0,88.6,2016-04-01,88.9,89.0,86.5,92.0,16287.0,16297.0,15691.0,16521.0,29.0,42.0,46.0,41.0,88.73333333333333,266.2,89.5,537.0,91.20833333333333,1094.5,37.333333333333336,112.0,35.833333333333336,215.0,37.333333333333336,448.0,5356.17,16068.51,3926.1416666666682,23556.85000000001,4621.235833333333,55454.83,441.3333333333333,1324.0,504.0,3024.0,586.8333333333334,7042.0,89.9
38,1729.54,674.98,55275.42105263158,66161.94736842105,0,0,320.0,18319.0,16477.0,89.9,2016-05-01,88.6,88.3,91.7,92.5,16223.0,16179.0,16683.0,16612.0,28.0,41.0,39.0,37.0,88.60000000000001,265.8,89.85000000000001,539.1,90.925,1091.1,32.666666666666664,98.0,32.833333333333336,197.0,36.25,435.0,3716.2566666666667,11148.77,3899.651666666668,23397.910000000007,4535.565833333333,54426.79,387.3333333333333,1162.0,462.5,2775.0,553.3333333333334,6640.0,91.2
34,2355.1800000000003,2158.5,107664.0294117647,59048.85294117647,0,0,330.0,18433.0,16803.0,91.2,2016-06-01,89.9,88.9,92.6,93.7,16477.0,16287.0,16842.0,16924.0,38.0,29.0,18.0,36.0,89.13333333333333,267.4,89.55,537.3,90.70833333333333,1088.5,31.666666666666668,95.0,32.666666666666664,196.0,36.333333333333336,436.0,1736.12,5208.36,3606.645000000002,21639.87000000001,4088.297499999999,49059.56999999999,350.6666666666667,1052.0,421.5,2529.0,524.8333333333334,6298.0,92.2
31,985.33,755.14,88069.16129032258,28820.322580645163,0,0,359.0,18433.0,17000.0,92.2,2016-07-01,91.2,88.6,89.0,95.0,16803.0,16223.0,16297.0,17185.0,34.0,28.0,42.0,40.0,89.90000000000002,269.70000000000005,89.31666666666666,535.9,90.5,1086.0,33.333333333333336,100.0,35.333333333333336,212.0,36.166666666666664,434.0,2068.6966666666667,6206.09,3712.4333333333343,22274.600000000006,3014.126666666667,36169.520000000004,332.6666666666667,998.0,387.0,2322.0,499.5,5994.0,92.1
49,10886.49,3228.55,137367.97959183677,70084.38775510204,0,1,397.0,18433.0,16976.0,92.1,2016-08-01,92.2,89.9,88.3,93.7,17000.0,16477.0,16179.0,16962.0,31.0,38.0,41.0,38.0,91.10000000000001,273.3,89.85000000000001,539.1,90.26666666666667,1083.2,34.333333333333336,103.0,33.5,201.0,35.416666666666664,425.0,1690.0166666666667,5070.05,2703.1366666666677,16218.820000000007,2990.713333333333,35888.56,336.3333333333333,1009.0,361.8333333333333,2171.0,475.3333333333333,5704.0,90.4
31,10891.72,3001.1200000000003,195639.2258064516,123740.48387096774,0,0,416.0,18456.0,16687.0,90.4,2016-09-01,92.1,91.2,88.9,90.6,16976.0,16803.0,16287.0,16427.0,49.0,34.0,29.0,41.0,91.83333333333333,275.5,90.48333333333333,542.9,90.13333333333334,1081.6000000000001,38.0,114.0,34.833333333333336,209.0,36.333333333333336,436.0,4742.333333333333,14227.0,3239.226666666668,19435.360000000008,3626.1408333333334,43513.69,362.0,1086.0,356.3333333333333,2138.0,452.3333333333333,5428.0,85.4
33,18914.34,11352.79,418527.30303030304,122453.12121212122,2,2,436.0,18471.0,15783.0,85.4,2016-10-01,90.4,92.2,88.6,86.5,16687.0,17000.0,16223.0,15691.0,31.0,31.0,28.0,46.0,91.56666666666666,274.7,90.73333333333333,544.4,90.11666666666667,1081.4,37.0,111.0,35.166666666666664,211.0,35.5,426.0,7587.846666666667,22763.54,4828.271666666667,28969.630000000005,4377.206666666666,52526.479999999996,390.6666666666667,1172.0,361.6666666666667,2170.0,432.8333333333333,5194.0,89.5
30,7639.900000000001,725.23,58446.53333333333,45518.5,0,0,462.0,18491.0,16545.0,89.5,2016-11-01,85.4,92.1,89.9,91.7,15783.0,16976.0,16477.0,16683.0,33.0,49.0,38.0,39.0,89.30000000000001,267.90000000000003,90.2,541.2,90.02499999999999,1080.3,37.666666666666664,113.0,36.0,216.0,34.416666666666664,413.0,13564.183333333332,40692.549999999996,7627.100000000001,45762.600000000006,5763.375833333334,69160.51000000001,416.3333333333333,1249.0,376.3333333333333,2258.0,419.4166666666667,5033.0,91.3
34,14542.7,10578.6,61777.82352941176,24830.5,0,0,507.0,18510.0,16896.0,91.3,2016-12-01,89.5,90.4,91.2,92.6,16545.0,16687.0,16803.0,16842.0,30.0,31.0,34.0,18.0,88.43333333333334,265.3,90.13333333333334,540.8000000000001,89.84166666666665,1078.1,31.333333333333332,94.0,34.666666666666664,208.0,33.666666666666664,404.0,12481.986666666666,37445.96,8612.160000000002,51672.96000000001,6109.4025,73312.83,438.0,1314.0,400.0,2400.0,410.75,4929.0,88.4
39,17344.75,15894.990000000002,258067.0769230769,19537.0,0,0,542.0,18617.0,16462.0,88.4,2017-01-01,91.3,85.4,92.2,89.0,16896.0,15783.0,17000.0,16297.0,34.0,33.0,31.0,42.0,88.73333333333335,266.20000000000005,90.14999999999999,540.9,89.73333333333335,1076.8000000000002,32.333333333333336,97.0,34.666666666666664,208.0,35.0,420.0,13698.980000000001,41096.94,10643.413333333336,63860.48000000001,7177.923333333333,86135.08,468.3333333333333,1405.0,429.5,2577.0,408.25,4899.0,85.0
31,15172.43,1489.16,76848.6129032258,20408.74193548387,1,1,593.0,18617.0,15827.0,85.0,2017-02-01,88.4,89.5,92.1,88.3,16462.0,16545.0,16976.0,16179.0,39.0,30.0,49.0,41.0,89.73333333333333,269.2,89.51666666666667,537.1,89.68333333333334,1076.2,34.333333333333336,103.0,36.0,216.0,34.75,417.0,13175.783333333335,39527.350000000006,13369.983333333335,80219.90000000001,8036.56,96438.72,503.6666666666667,1511.0,460.0,2760.0,410.9166666666667,4931.0,88.2
34,2652.82,2022.82,106257.85294117648,65821.61764705883,0,0,634.0,18621.0,16421.0,88.2,2017-03-01,85.0,91.3,90.4,88.9,15827.0,16896.0,16687.0,16287.0,31.0,34.0,31.0,29.0,88.23333333333333,264.7,88.33333333333333,530.0,89.40833333333335,1072.9,34.666666666666664,104.0,33.0,198.0,33.916666666666664,407.0,15686.626666666669,47059.880000000005,14084.30666666667,84505.84000000001,8661.766666666668,103941.20000000001,547.3333333333334,1642.0,492.6666666666667,2956.0,424.5,5094.0,92.8
39,2194.06,1895.45,25516.666666666668,12095.820512820514,0,0,685.0,18621.0,17276.0,92.8,2017-04-01,88.2,88.4,85.4,88.6,16421.0,16462.0,15783.0,16223.0,34.0,39.0,33.0,28.0,87.2,261.6,87.96666666666665,527.8,89.35000000000001,1072.2,34.666666666666664,104.0,33.5,201.0,34.333333333333336,412.0,11723.333333333334,35170.0,12711.15666666667,76266.94000000002,8769.714166666667,105236.56999999999,589.6666666666666,1769.0,529.0,3174.0,445.3333333333333,5344.0,94.4
26,2498.92,942.08,66453.65384615384,76472.76923076923,0,0,714.0,18557.0,17514.0,94.4,2017-05-01,92.8,85.0,89.5,89.9,17276.0,15827.0,16545.0,16477.0,39.0,31.0,30.0,38.0,88.66666666666667,266.0,89.2,535.2,89.7,1076.4,34.666666666666664,104.0,34.5,207.0,35.25,423.0,6673.1033333333335,20019.31,9924.443333333335,59546.66000000001,8775.771666666666,105309.26,637.3333333333334,1912.0,570.5,3423.0,473.4166666666667,5681.0,94.4
26,1486.53,856.07,76905.15384615384,26805.57692307692,0,0,747.0,18567.0,17527.0,94.4,2017-06-01,94.4,88.2,91.3,91.2,17514.0,16421.0,16896.0,16803.0,26.0,34.0,34.0,34.0,91.8,275.4,90.01666666666667,540.1,90.075,1080.9,33.0,99.0,33.833333333333336,203.0,34.25,411.0,2448.6,7345.8,9067.613333333335,54405.68000000001,8839.886666666667,106078.64000000001,677.6666666666666,2033.0,612.5,3675.0,506.25,6075.0,95.1
